PolicyID,PolicyCode,PolicyInceptionDate,CancelationDate,PolicyStartDate,PolicyExpirationDate,RenewalMonth,AnnualizedPolicyPremium,PolicyStatus,CustomerID,InsuredID,ProductID,BrokerID
75986,Pol-75986,5/25/2010,,5/25/2010,12/31/2099,5,692.28,Active,576091,576091,58,2230
76012,Pol-76012,5/25/2010,,5/25/2010,12/31/2099,5,2554.69,Active,585563,585563,58,11972
76109,Pol-76109,5/25/2010,,5/25/2010,12/31/2099,5,1463.65,Active,724821,724821,58,138
76130,Pol-76130,5/25/2010,,5/25/2010,12/31/2099,5,1566.17,Active,794507,794507,58,2230
76162,Pol-76162,5/26/2010,,5/26/2010,12/31/2099,5,727.74,Active,854685,854685,58,1516
76225,Pol-76225,5/26/2010,,5/26/2010,12/31/2099,5,894.02,Active,635406,635406,58,1706
76790,Pol-76790,1/29/2002,,1/28/2002,12/31/2099,1,2195.11,Active,743974,743974,58,1106
78230,Pol-78230,5/27/2010,,5/26/2010,12/31/2099,5,1371.83,Active,868620,868620,58,8891
78236,Pol-78236,5/26/2010,1/14/2019,5/26/2010,12/31/2099,5,571.64,Cancelled,809381,641729,58,12727
78281,Pol-78281,5/26/2010,,5/26/2010,12/31/2099,5,1395.13,Active,372589,372589,58,2230
78288,Pol-78288,5/26/2010,,5/26/2010,12/31/2099,5,871.32,Active,262608,262608,58,9393
78425,Pol-78425,5/27/2010,,5/27/2010,12/31/2099,5,2300.18,Active,821466,821466,58,1092
78601,Pol-78601,5/27/2010,,5/27/2010,12/31/2099,5,1664.98,Active,486063,486063,58,494
78608,Pol-78608,5/27/2010,,5/27/2010,12/31/2099,5,987.76,Active,188598,188598,58,2230
78615,Pol-78615,5/27/2010,7/22/2019,5/27/2010,12/31/2099,5,2049.35,Cancelled,881676,881676,58,2230
78627,Pol-78627,5/27/2010,11/30/2017,5/27/2010,12/31/2099,5,1201.98,Cancelled,569250,569250,58,2637
147787,Pol-147787,5/22/2008,,5/22/2008,12/31/2099,5,1961.09,Active,646686,646686,58,9247
147918,Pol-147918,5/23/2008,5/3/2018,5/23/2008,12/31/2099,5,1381.99,Cancelled,76241,76241,58,11139
149723,Pol-149723,6/1/2010,,6/1/2010,12/31/2099,6,2209.45,Active,590740,590740,58,12127
149785,Pol-149785,6/1/2010,,6/1/2010,12/31/2099,6,2336.29,Active,167805,167805,58,811
149800,Pol-149800,6/1/2010,12/27/2018,6/1/2010,12/31/2099,6,1754.55,Cancelled,109496,109496,58,2532
149802,Pol-149802,6/1/2010,,6/1/2010,12/31/2099,6,1896.24,Active,328946,328946,58,1115
149899,Pol-149899,6/1/2010,,6/1/2010,12/31/2099,6,1302.86,Active,178856,178856,56,9610
149914,Pol-149914,6/1/2010,,6/1/2010,12/31/2099,6,1627.93,Active,253077,253077,58,2500
150056,Pol-150056,5/26/2008,,5/26/2008,12/31/2099,5,861.85,Active,12341,12341,58,9610
150205,Pol-150205,5/26/2008,,5/26/2008,12/31/2099,5,1407.03,Active,1903186,332653,58,9670
150211,Pol-150211,5/26/2008,,5/26/2008,12/31/2099,5,788.64,Active,877074,877074,58,528
150264,Pol-150264,5/26/2008,,5/26/2008,12/31/2099,5,893.53,Active,233412,233412,58,11031
151805,Pol-151805,6/2/2010,,6/2/2010,12/31/2099,6,813.63,Active,327964,327964,58,1115
151806,Pol-151806,6/8/2010,,6/2/2010,12/31/2099,6,651.87,Active,48742,48742,29,11972
151939,Pol-151939,6/17/2010,,6/2/2010,12/31/2099,6,2963.31,Active,8040,8040,58,528
152001,Pol-152001,6/2/2010,,6/2/2010,12/31/2099,6,1204.66,Active,437519,361108,58,9628
152031,Pol-152031,6/9/2010,,6/2/2010,12/31/2099,6,458.02,Active,191707,191707,58,11825
152292,Pol-152292,6/3/2010,,6/3/2010,12/31/2099,6,1084.93,Active,743325,743325,58,10016
152301,Pol-152301,7/6/2010,,6/3/2010,12/31/2099,6,1515.25,Active,817138,817138,58,9610
152380,Pol-152380,6/4/2010,,6/4/2010,12/31/2099,6,739.09,Active,457385,457333,29,11971
152638,Pol-152638,5/28/2008,4/12/2018,5/28/2008,12/31/2099,5,512.59,Cancelled,604878,665978,29,1692
152659,Pol-152659,5/28/2008,12/2/2019,5/28/2008,12/31/2099,5,1030.04,Cancelled,569769,569769,58,242
154394,Pol-154394,6/4/2010,,6/4/2010,12/31/2099,6,931.85,Active,621961,621961,58,11971
154669,Pol-154669,6/9/2010,,6/7/2010,12/31/2099,6,3039.21,Active,188623,188623,58,1680
154675,Pol-154675,6/7/2010,1/17/2018,6/7/2010,12/31/2099,6,1798.41,Cancelled,70669,585343,58,2230
154825,Pol-154825,6/8/2010,,6/8/2010,12/31/2099,6,997.98,Active,411184,411184,58,1866
155151,Pol-155151,6/2/2008,,6/2/2008,12/31/2099,6,967.16,Active,136126,136126,58,300
155210,Pol-155210,6/2/2008,,6/2/2008,12/31/2099,6,1112.82,Active,248299,248299,58,10116
155384,Pol-155384,6/3/2008,7/6/2018,6/3/2008,12/31/2099,6,2210.27,Cancelled,707503,707503,58,394
156754,Pol-156754,6/8/2010,,6/8/2010,12/31/2099,6,2621.43,Active,46769,46769,58,11029
156764,Pol-156764,6/8/2010,,6/8/2010,12/31/2099,6,1910.02,Active,576093,576093,58,494
156784,Pol-156784,6/9/2010,,6/9/2010,12/31/2099,6,2008.91,Active,62697,62697,58,542
156906,Pol-156906,6/9/2010,,6/9/2010,12/31/2099,6,1510.44,Active,569862,569862,58,1115
156926,Pol-156926,6/9/2010,,6/9/2010,12/31/2099,6,650.21,Active,842993,842996,29,1866
157021,Pol-157021,6/9/2010,,6/9/2010,12/31/2099,6,1871.33,Active,526536,526536,58,1706
157028,Pol-157028,6/9/2010,,6/9/2010,12/31/2099,6,2767.59,Active,286419,286419,58,10016
157052,Pol-157052,6/10/2010,,6/9/2010,12/31/2099,6,1486.02,Active,122646,122646,58,1706
157063,Pol-157063,6/9/2010,,6/9/2010,12/31/2099,6,864.15,Active,643512,643512,58,1866
157065,Pol-157065,6/9/2010,,6/9/2010,12/31/2099,6,480.88,Active,386013,386013,56,10550
157066,Pol-157066,6/9/2010,,6/9/2010,12/31/2099,6,2091.84,Active,836797,836797,58,11558
157067,Pol-157067,6/9/2010,,6/9/2010,12/31/2099,6,1404.72,Active,359948,359948,58,2230
157221,Pol-157221,7/13/2010,,6/10/2010,12/31/2099,6,706.17,Active,588949,588949,58,9247
157309,Pol-157309,6/9/2008,7/2/2019,6/3/2008,12/31/2099,6,648.8,Cancelled,673206,683077,29,1097
157310,Pol-157310,6/3/2008,,6/3/2008,12/31/2099,6,811.94,Active,794572,794580,29,242
157311,Pol-157311,6/3/2008,,6/3/2008,12/31/2099,6,2033.92,Active,794572,794572,58,242
227260,Pol-227260,6/5/2008,,6/5/2008,12/31/2099,6,738.21,Active,816167,816034,29,242
228846,Pol-228846,6/14/2010,12/18/2017,6/14/2010,12/31/2099,6,713.69,Cancelled,780508,780508,58,1115
228867,Pol-228867,6/14/2010,,6/14/2010,12/31/2099,6,1473.25,Active,484320,484320,58,1879
229017,Pol-229017,6/21/2010,,6/15/2010,12/31/2099,6,6498.31,Active,503372,503372,58,394
229105,Pol-229105,6/15/2010,,6/15/2010,12/31/2099,6,1038.67,Active,232700,232700,58,1879
230361,Pol-230361,6/17/2010,5/7/2018,6/15/2010,12/31/2099,6,1434.5,Cancelled,561639,561639,58,645
230488,Pol-230488,6/16/2010,,6/16/2010,12/31/2099,6,1711.06,Active,353058,353058,58,11971
230528,Pol-230528,6/16/2010,,6/16/2010,12/31/2099,6,666.96,Active,720233,720233,58,1115
230575,Pol-230575,6/16/2010,,6/16/2010,12/31/2099,6,1918.21,Active,5464,13825,58,10978
230604,Pol-230604,6/18/2010,,6/17/2010,12/31/2099,6,1567.56,Active,233802,233802,58,11978
230629,Pol-230629,6/17/2010,,6/17/2010,12/31/2099,6,1629.35,Active,849532,849532,58,11050
230659,Pol-230659,6/17/2010,,6/17/2010,12/31/2099,6,2205.36,Active,569050,569050,58,1085
231168,Pol-231168,6/7/2007,,6/7/2007,12/31/2099,6,9998.18,Active,562322,562322,58,1106
231277,Pol-231277,6/9/2008,,6/9/2008,12/31/2099,6,1521.86,Active,133060,133060,58,2206
232609,Pol-232609,6/17/2010,2/9/2018,6/17/2010,12/31/2099,6,2217.08,Cancelled,333495,333495,58,528
232612,Pol-232612,6/17/2010,,6/17/2010,12/31/2099,6,1531.93,Active,363476,363476,58,2107
232622,Pol-232622,6/17/2010,,6/17/2010,12/31/2099,6,631.59,Active,691351,691351,58,10016
232644,Pol-232644,6/17/2010,,6/17/2010,12/31/2099,6,4944.28,Active,606623,606623,58,345
232651,Pol-232651,6/18/2010,,6/17/2010,12/31/2099,6,1688.83,Active,391130,391130,58,2230
232895,Pol-232895,6/18/2010,,6/18/2010,12/31/2099,6,2027.34,Active,354911,354911,58,9706
232923,Pol-232923,6/24/2010,,6/18/2010,12/31/2099,6,2852.01,Active,590689,590689,58,2637
232924,Pol-232924,6/21/2010,,6/18/2010,12/31/2099,6,1966.99,Active,513876,513876,58,11558
233053,Pol-233053,6/21/2010,,6/21/2010,12/31/2099,6,1344.17,Active,358793,358793,58,1115
233117,Pol-233117,6/24/2010,7/3/2019,6/21/2010,12/31/2099,6,2410.54,Cancelled,712336,712336,58,1706
233154,Pol-233154,6/21/2010,10/29/2019,6/21/2010,12/31/2099,6,2296.81,Cancelled,149272,149272,58,10016
233560,Pol-233560,6/9/2008,,6/9/2008,12/31/2099,6,247.57,Active,442458,442458,56,1706
235135,Pol-235135,6/28/2010,,6/22/2010,12/31/2099,6,1416.04,Active,308317,308317,58,1092
235169,Pol-235169,7/2/2010,7/3/2019,6/22/2010,12/31/2099,6,1948.84,Cancelled,712335,698088,58,1706
235186,Pol-235186,6/22/2010,,6/22/2010,12/31/2099,6,1234.43,Active,808757,808757,58,11074
235208,Pol-235208,6/22/2010,,6/22/2010,12/31/2099,6,631.59,Active,320941,320941,58,1115
235214,Pol-235214,6/22/2010,,6/22/2010,12/31/2099,6,2191.15,Active,545061,73478,58,345
235465,Pol-235465,6/23/2010,,6/23/2010,12/31/2099,6,362.83,Active,120342,120342,56,2230
235512,Pol-235512,6/24/2010,,6/24/2010,12/31/2099,6,2357.76,Active,303942,303942,58,1956
235551,Pol-235551,6/24/2010,,6/24/2010,12/31/2099,6,1158.19,Active,175996,175996,58,11971
235601,Pol-235601,6/25/2010,,6/24/2010,12/31/2099,6,1300.06,Active,228555,228555,58,11978
235954,Pol-235954,6/10/2008,,6/10/2008,12/31/2099,6,1721.07,Active,145479,145479,58,10016
276036,Pol-276036,6/25/2010,,6/25/2010,12/31/2099,6,1788.15,Active,127497,127497,58,601
276171,Pol-276171,6/25/2010,,6/25/2010,12/31/2099,6,1525.77,Active,340298,340298,58,11788
276185,Pol-276185,6/25/2010,,6/25/2010,12/31/2099,6,1056.7,Active,618269,618269,58,7841
276223,Pol-276223,6/25/2010,,6/25/2010,12/31/2099,6,2194.49,Active,485302,485302,58,10618
276642,Pol-276642,6/11/2008,,6/11/2008,12/31/2099,6,3974.65,Active,827837,827837,58,394
276749,Pol-276749,6/11/2008,,6/11/2008,12/31/2099,6,1328.52,Active,843969,843969,58,394
278366,Pol-278366,6/28/2010,,6/28/2010,12/31/2099,6,2906.13,Active,847939,847939,58,2172
278395,Pol-278395,6/28/2010,,6/28/2010,12/31/2099,6,1684.09,Active,715981,715981,58,528
278403,Pol-278403,6/28/2010,,6/28/2010,12/31/2099,6,1292.88,Active,803923,803923,58,157
278411,Pol-278411,6/28/2010,,6/28/2010,12/31/2099,6,1144.36,Active,865714,865713,29,11825
278416,Pol-278416,6/28/2010,,6/28/2010,12/31/2099,6,1263.56,Active,5465,116910,58,10978
278650,Pol-278650,7/1/2010,,6/29/2010,12/31/2099,6,764.93,Active,152686,111674,29,12044
278828,Pol-278828,7/1/2010,,6/30/2010,12/31/2099,6,2482.14,Active,225456,225456,58,2007
278831,Pol-278831,7/2/2010,,6/30/2010,12/31/2099,6,869.37,Active,548604,548604,58,1630
278868,Pol-278868,7/2/2010,,6/30/2010,12/31/2099,6,2425.75,Active,71813,71813,58,9873
278874,Pol-278874,7/16/2010,,6/30/2010,12/31/2099,6,1494.56,Active,2478688,603850,58,345
278879,Pol-278879,7/16/2010,,6/30/2010,12/31/2099,6,572.5,Active,652076,652076,56,1356
278913,Pol-278913,7/12/2010,,6/30/2010,12/31/2099,6,1450.95,Active,454288,454288,58,11971
278915,Pol-278915,7/12/2010,,6/30/2010,12/31/2099,6,958.81,Active,741939,741939,58,2230
278920,Pol-278920,7/13/2010,,6/30/2010,12/31/2099,6,4879.13,Active,422642,422642,58,9873
278930,Pol-278930,7/13/2010,,6/30/2010,12/31/2099,6,2337.82,Active,681927,681927,58,394
280768,Pol-280768,7/13/2010,,6/30/2010,12/31/2099,6,1361.97,Active,802693,802693,58,9873
280778,Pol-280778,7/14/2010,,6/30/2010,12/31/2099,6,1738.17,Active,631395,631395,58,10186
280781,Pol-280781,7/14/2010,,6/30/2010,12/31/2099,6,2022.61,Active,468960,468960,58,394
280794,Pol-280794,7/26/2010,,6/30/2010,12/31/2099,6,1973.66,Active,579501,579501,58,8385
280801,Pol-280801,7/1/2010,,6/30/2010,12/31/2099,6,687.24,Active,408399,409068,29,1865
280803,Pol-280803,7/2/2010,,6/30/2010,12/31/2099,6,1418.14,Active,408399,654969,58,1865
280805,Pol-280805,7/27/2010,,6/30/2010,12/31/2099,6,2037.35,Active,392685,392685,58,9873
280810,Pol-280810,7/27/2010,,6/30/2010,12/31/2099,6,4074.67,Active,177189,177189,29,1865
280830,Pol-280830,7/28/2010,,6/30/2010,12/31/2099,6,1793.25,Active,58942,58942,29,1866
280865,Pol-280865,8/2/2010,,6/30/2010,12/31/2099,6,1122.45,Active,290886,290886,58,10644
280873,Pol-280873,8/4/2010,,6/30/2010,12/31/2099,6,2468.64,Active,135906,135906,58,1516
280922,Pol-280922,7/19/2010,,6/30/2010,12/31/2099,6,1675.47,Active,466014,466014,58,2206
280924,Pol-280924,7/1/2010,,6/30/2010,12/31/2099,6,1461.68,Active,635961,635961,29,11972
280955,Pol-280955,7/28/2010,12/18/2019,6/30/2010,12/31/2099,6,3661.9,Cancelled,105101,105101,58,11590
280966,Pol-280966,7/7/2010,,6/30/2010,12/31/2099,6,6042.57,Active,99894,99894,58,10297
280978,Pol-280978,7/8/2010,,6/30/2010,12/31/2099,6,1569.89,Active,446979,446979,58,909
280982,Pol-280982,7/5/2010,7/3/2019,6/30/2010,12/31/2099,6,960.13,Cancelled,712334,710754,29,1706
280996,Pol-280996,7/19/2010,,6/30/2010,12/31/2099,6,1225.78,Active,541805,541805,58,1092
280997,Pol-280997,7/13/2010,,6/30/2010,12/31/2099,6,643.33,Active,536315,536301,29,2230
281043,Pol-281043,7/2/2010,,6/30/2010,12/31/2099,6,646.04,Active,271642,271555,29,1115
281050,Pol-281050,7/2/2010,,6/30/2010,12/31/2099,6,1043.67,Active,767871,767871,58,10016
281057,Pol-281057,7/5/2010,,6/30/2010,12/31/2099,6,819.71,Active,194285,194285,58,9706
281074,Pol-281074,7/8/2010,,6/30/2010,12/31/2099,6,972.59,Active,547578,547578,58,9706
281080,Pol-281080,7/6/2010,,6/30/2010,12/31/2099,6,1833.07,Active,419258,419258,58,2380
281089,Pol-281089,7/5/2010,,6/30/2010,12/31/2099,6,2386.07,Active,715186,715186,58,9873
281098,Pol-281098,7/5/2010,,6/30/2010,12/31/2099,6,1502.03,Active,183255,183255,58,345
281122,Pol-281122,7/26/2010,,6/30/2010,12/31/2099,6,1376.49,Active,7893,7893,58,2230
281135,Pol-281135,8/10/2010,,6/30/2010,12/31/2099,6,801.33,Active,2563276,471619,58,9610
281152,Pol-281152,7/20/2010,2/28/2019,6/30/2010,12/31/2099,6,761.04,Cancelled,475964,728728,29,1092
281166,Pol-281166,7/12/2010,,6/30/2010,12/31/2099,6,1239.61,Active,411481,411481,58,10186
281168,Pol-281168,7/14/2010,,6/30/2010,12/31/2099,6,1557.11,Active,440729,440729,58,1115
281176,Pol-281176,7/19/2010,,6/30/2010,12/31/2099,6,981.38,Active,444172,444172,58,12044
281184,Pol-281184,7/1/2010,9/6/2018,6/30/2010,12/31/2099,6,700.72,Cancelled,659466,659466,56,1865
281187,Pol-281187,7/16/2010,,6/30/2010,12/31/2099,6,781.27,Active,431811,431769,58,356
281189,Pol-281189,7/5/2010,,6/30/2010,12/31/2099,6,1076.48,Active,510869,510867,58,1706
281196,Pol-281196,7/14/2010,,6/30/2010,12/31/2099,6,1114.79,Active,236145,236145,58,345
281198,Pol-281198,7/19/2010,,6/30/2010,12/31/2099,6,3976.01,Active,514319,514319,58,138
281220,Pol-281220,7/7/2010,,6/30/2010,12/31/2099,6,953.38,Active,826418,826418,58,791
281223,Pol-281223,7/7/2010,,6/30/2010,12/31/2099,6,1446.75,Active,720232,720232,58,1115
281238,Pol-281238,7/8/2010,,6/30/2010,12/31/2099,6,860.72,Active,545628,545628,58,11136
281247,Pol-281247,7/8/2010,,6/30/2010,12/31/2099,6,1182.49,Active,652097,652097,58,1956
281261,Pol-281261,7/7/2010,,6/30/2010,12/31/2099,6,1267.66,Active,45340,45340,58,11136
281269,Pol-281269,7/7/2010,,6/30/2010,12/31/2099,6,742.42,Active,835899,713848,58,2230
281274,Pol-281274,7/8/2010,,6/30/2010,12/31/2099,6,1136.27,Active,508660,508660,58,2230
281277,Pol-281277,7/9/2010,,6/30/2010,12/31/2099,6,654.87,Active,792683,792205,29,2107
281294,Pol-281294,7/15/2010,,6/30/2010,12/31/2099,6,3465.58,Active,633439,633439,58,11972
281352,Pol-281352,7/19/2010,,6/30/2010,12/31/2099,6,2765.06,Active,865288,865288,58,581
283214,Pol-283214,7/21/2010,,6/30/2010,12/31/2099,6,1191.6,Active,518386,518386,58,10016
283244,Pol-283244,7/1/2010,,6/30/2010,12/31/2099,6,2209.17,Active,837204,837204,58,10016
283249,Pol-283249,7/9/2010,,6/30/2010,12/31/2099,6,473.53,Active,707485,707598,58,10016
283265,Pol-283265,7/1/2010,,6/30/2010,12/31/2099,6,2110.97,Active,791504,791504,58,1865
283303,Pol-283303,7/20/2010,,6/30/2010,12/31/2099,6,1275.25,Active,667993,667993,58,11973
283323,Pol-283323,7/21/2010,,6/30/2010,12/31/2099,6,3239.94,Active,501615,501615,58,10016
283338,Pol-283338,7/22/2010,,6/30/2010,12/31/2099,6,970.99,Active,857747,857747,58,211
283364,Pol-283364,7/16/2010,,6/30/2010,12/31/2099,6,254.51,Active,7302,7311,56,242
283366,Pol-283366,7/16/2010,,6/30/2010,12/31/2099,6,2035.53,Active,435047,435047,58,1085
283367,Pol-283367,7/16/2010,,6/30/2010,12/31/2099,6,721.89,Active,435047,434340,58,1085
283427,Pol-283427,7/8/2010,,6/30/2010,12/31/2099,6,500.34,Active,358258,358302,29,10016
283428,Pol-283428,7/8/2010,,6/30/2010,12/31/2099,6,500.49,Active,358258,358332,29,10016
283429,Pol-283429,7/8/2010,,6/30/2010,12/31/2099,6,500.49,Active,358258,358324,29,10016
283431,Pol-283431,7/5/2010,,6/30/2010,12/31/2099,6,361.06,Active,526033,526033,58,10644
283436,Pol-283436,7/1/2010,,6/30/2010,12/31/2099,6,4241.6,Active,610846,610846,58,8891
283443,Pol-283443,7/15/2010,,6/30/2010,12/31/2099,6,2069.29,Active,52498,52498,58,125
283446,Pol-283446,7/1/2010,,6/30/2010,12/31/2099,6,4633.9,Active,8026,8026,58,528
283450,Pol-283450,7/12/2010,,6/30/2010,12/31/2099,6,3351.78,Active,854258,854258,58,528
283463,Pol-283463,8/23/2010,,6/30/2010,12/31/2099,6,3231.47,Active,739340,739340,58,10116
283468,Pol-283468,7/9/2010,,6/30/2010,12/31/2099,6,1092.61,Active,788671,788671,58,528
283472,Pol-283472,7/21/2010,,6/30/2010,12/31/2099,6,1756.15,Active,506055,507841,58,242
283513,Pol-283513,7/16/2010,,6/30/2010,12/31/2099,6,1902.75,Active,575953,575953,58,1516
283519,Pol-283519,7/9/2010,,6/30/2010,12/31/2099,6,2797.74,Active,887187,887187,58,2175
283523,Pol-283523,7/1/2010,,6/30/2010,12/31/2099,6,3900.99,Active,776725,776725,58,8385
283534,Pol-283534,7/7/2010,,6/30/2010,12/31/2099,6,1319.05,Active,870822,870822,58,601
283540,Pol-283540,7/1/2010,2/15/2019,6/30/2010,12/31/2099,6,1948.82,Cancelled,417498,417498,58,10639
283566,Pol-283566,8/13/2010,,6/30/2010,12/31/2099,6,1377.43,Active,717170,717170,58,1630
283577,Pol-283577,7/28/2010,,6/30/2010,12/31/2099,6,1480.8,Active,853276,853276,58,528
283586,Pol-283586,7/8/2010,,6/30/2010,12/31/2099,6,403.22,Active,123379,123379,56,2230
283601,Pol-283601,7/16/2010,,6/30/2010,12/31/2099,6,718.71,Active,513098,513099,29,2637
283633,Pol-283633,8/23/2010,,6/30/2010,12/31/2099,6,2298.6,Active,542231,543136,58,2504
283634,Pol-283634,7/14/2010,9/26/2019,6/30/2010,12/31/2099,6,1099.34,Cancelled,444130,444130,58,2230
305485,Pol-305485,7/1/2010,,7/1/2010,12/31/2099,7,639.05,Active,408399,409077,29,1865
307392,Pol-307392,7/10/2006,,7/7/2006,12/31/2099,7,514.5,Active,620113,620113,58,494
310288,Pol-310288,6/24/2008,,6/24/2008,12/31/2099,6,1115.5,Active,146561,146561,58,394
310304,Pol-310304,6/24/2008,8/24/2017,6/24/2008,12/31/2099,6,1127.53,Cancelled,307717,307717,58,394
310403,Pol-310403,6/24/2008,,6/24/2008,12/31/2099,6,688.81,Active,402984,887597,58,9610
312071,Pol-312071,7/18/2006,,7/18/2006,12/31/2099,7,2912.37,Active,702605,702605,58,355
352332,Pol-352332,7/16/2010,,7/15/2010,12/31/2099,7,821.62,Active,766109,766109,58,2230
352342,Pol-352342,7/15/2010,,7/15/2010,12/31/2099,7,1524.27,Active,434163,434163,58,8742
352812,Pol-352812,7/19/2010,,7/19/2010,12/31/2099,7,2839.67,Active,322251,322251,58,7973
353907,Pol-353907,8/4/2006,,8/4/2006,12/31/2099,8,530.6,Active,422615,421944,29,2584
353917,Pol-353917,8/4/2006,,8/4/2006,12/31/2099,8,530.6,Active,422615,422639,29,2584
354469,Pol-354469,7/1/2008,,7/1/2008,12/31/2099,7,1129.84,Active,176295,176295,58,2537
354871,Pol-354871,7/20/2010,,7/20/2010,12/31/2099,7,1536.27,Active,154673,154673,58,11971
355102,Pol-355102,7/21/2010,,7/21/2010,12/31/2099,7,2064.47,Active,404975,404975,58,11029
357449,Pol-357449,7/23/2010,,7/23/2010,12/31/2099,7,1490.35,Active,790291,790291,58,528
357637,Pol-357637,7/26/2010,,7/26/2010,12/31/2099,7,1468.46,Active,380774,380774,58,242
357686,Pol-357686,7/26/2010,6/11/2018,7/26/2010,12/31/2099,7,1802.36,Cancelled,599214,599214,58,11978
360825,Pol-360825,8/28/2006,,8/28/2006,12/31/2099,8,870.54,Active,201719,201719,58,1512
401277,Pol-401277,7/8/2008,4/28/2020,7/4/2008,12/31/2099,7,1372.18,Cancelled,480112,430502,58,1846
401504,Pol-401504,7/17/2008,,7/7/2008,12/31/2099,7,2607.57,Active,743572,743572,58,394
402157,Pol-402157,8/2/2010,,8/2/2010,12/31/2099,8,5196.29,Active,7986,7986,58,528
402187,Pol-402187,8/3/2010,,8/3/2010,12/31/2099,8,2122.42,Active,701035,701035,58,11971
403581,Pol-403581,7/8/2008,,7/8/2008,12/31/2099,7,499.13,Active,736597,736597,58,9610
404775,Pol-404775,8/3/2010,,8/3/2010,12/31/2099,8,1869.39,Active,215481,215481,58,2637
404784,Pol-404784,8/2/2010,5/3/2018,8/3/2010,12/31/2099,8,2218.38,Cancelled,830243,830243,58,494
404988,Pol-404988,8/4/2010,10/29/2019,8/4/2010,12/31/2099,8,955.2,Cancelled,680226,680223,58,2637
